"Alba";"Balcaciu";"DTCoq";"1";"2017"
"Alba";"Balcaciu";"Engerix B";"3";"2017"
"Alba";"Balcaciu";"Euvax";"4";"2017"
"Alba";"Balcaciu";"Hexacima";"12";"2017"
"Alba";"Balcaciu";"Infanrix Hexa";"2";"2017"
"Alba";"Balcaciu";"M-M-RVAXPRO";"9";"2017"
"Alba";"Balcaciu";"Tetraxim";"6";"2017"
"Alba";"Balcaciu";"Trimovax";"1";"2017"
"Alba";"Balmosesti";"Hexacima";"1";"2017"
"Alba";"Balmosesti";"M-M-RVAXPRO";"1";"2017"
"Alba";"Balomiru de Cimp";"BCG ( Alt produs )";"3";"2017"
"Alba";"Balomiru de Cimp";"Engerix B";"2";"2017"
"Alba";"Balomiru de Cimp";"Euvax";"1";"2017"
"Alba";"Balomiru de Cimp";"Hexacima";"2";"2017"
"Alba";"Balomiru de Cimp";"M-M-RVAXPRO";"4";"2017"
"Alba";"Balomiru de Cimp";"Tetraxim";"1";"2017"
"Alba";"Barabant";"BCG ( Alt produs )";"5";"2017"
"Alba";"Barabant";"Diftavax";"6";"2017"
"Alba";"Barabant";"DTCoq";"1";"2017"
"Alba";"Barabant";"Engerix B";"4";"2017"
"Alba";"Barabant";"Euvax";"1";"2017"
"Alba";"Barabant";"Hexacima";"10";"2017"
"Alba";"Barabant";"Infanrix hexa";"4";"2017"
"Alba";"Barabant";"Infanrix Penta";"2";"2017"
"Alba";"Barabant";"M-M-RVAXPRO";"15";"2017"
"Alba";"Barabant";"Pentaxim";"1";"2017"
"Alba";"Barabant";"Priorix";"6";"2017"
"Alba";"Barabant";"Tetraxim";"2";"2017"
"Alba";"Beldiu";"BCG ( Alt produs )";"1";"2017"
"Alba";"Beldiu";"Diftavax";"1";"2017"
"Alba";"Beldiu";"Euvax";"1";"2017"
"Alba";"Beldiu";"M-M-RVAXPRO";"2";"2017"
"Alba";"Benic";"BCG ( Alt produs )";"2";"2017"
"Alba";"Benic";"Diftavax";"1";"2017"
"Alba";"Benic";"Engerix B";"1";"2017"
"Alba";"Benic";"Euvax";"1";"2017"
"Alba";"Benic";"Hexacima";"3";"2017"
"Alba";"Benic";"Imovax Polio";"1";"2017"
"Alba";"Benic";"M-M-RVAXPRO";"8";"2017"
"Alba";"Benic";"Priorix";"1";"2017"
"Alba";"Benic";"Tetraxim";"2";"2017"
"Alba";"Berghin";"BCG ( Alt produs )";"7";"2017"
"Alba";"Berghin";"Diftavax";"8";"2017"
"Alba";"Berghin";"DTCoq";"5";"2017"
"Alba";"Berghin";"Engerix B";"3";"2017"
"Alba";"Berghin";"Euvax";"1";"2017"
"Alba";"Berghin";"Hepavax";"13";"2017"
"Alba";"Berghin";"Hexacima";"6";"2017"
"Alba";"Berghin";"Imovax Polio";"3";"2017"
"Alba";"Berghin";"M-M-RVAXPRO";"13";"2017"
"Alba";"Berghin";"Priorix";"11";"2017"
"Alba";"Berghin";"Tetracoq";"4";"2017"
"Alba";"Berghin";"Tetraxim";"22";"2017"
"Alba";"Berghin";"Varilrix";"1";"2017"
"Alba";"Beta";"BCG ( Alt produs )";"1";"2017"
"Alba";"Beta";"BCG - Cantacuzino";"4";"2017"
"Alba";"Beta";"Diftavax";"3";"2017"
"Alba";"Beta";"DTCoq";"3";"2017"
"Alba";"Beta";"Engerix B";"5";"2017"
"Alba";"Beta";"Euvax";"7";"2017"
"Alba";"Beta";"Hexacima";"3";"2017"
"Alba";"Beta";"Imovax Polio";"3";"2017"
"Alba";"Beta";"Infanrix";"1";"2017"
"Alba";"Beta";"M-M-RVAXPRO";"2";"2017"
"Alba";"Beta";"Pentaxim";"15";"2017"
"Alba";"Beta";"Polio SABIN";"1";"2017"
"Alba";"Beta";"Priorix";"5";"2017"
"Alba";"Beta";"Tetraxim";"2";"2017"
"Alba";"Beta";"Tritanrix";"1";"2017"
"Alba";"Biia";"BCG ( Alt produs )";"2";"2017"
"Alba";"Biia";"Diftavax";"4";"2017"
"Alba";"Biia";"Euvax";"3";"2017"
"Alba";"Biia";"Hexacima";"3";"2017"
"Alba";"Biia";"M-M-RVAXPRO";"7";"2017"
"Alba";"Biia";"Tetraxim";"3";"2017"
"Alba";"Birlesti";"Engerix B";"1";"2017"
"Alba";"Bistra";"BCG ( Alt produs )";"6";"2017"
"Alba";"Bistra";"BCG - Cantacuzino";"3";"2017"
"Alba";"Bistra";"Diftavax";"11";"2017"
"Alba";"Bistra";"DTCoq";"4";"2017"
"Alba";"Bistra";"Engerix B";"10";"2017"
"Alba";"Bistra";"Euvax";"3";"2017"
"Alba";"Bistra";"Hexacima";"16";"2017"
"Alba";"Bistra";"Imovax Polio";"2";"2017"
"Alba";"Bistra";"Infanrix";"2";"2017"
"Alba";"Bistra";"M-M-RVAXPRO";"35";"2017"
"Alba";"Bistra";"Pentaxim";"3";"2017"
"Alba";"Bistra";"Polio SABIN";"5";"2017"
"Alba";"Bistra";"Priorix";"4";"2017"
"Alba";"Bistra";"Tetracoq";"1";"2017"
"Alba";"Bistra";"Tetraxim";"8";"2017"
"Alba";"Bistra";"Trimovax";"1";"2017"
"Alba";"Bistra";"Tritanrix";"4";"2017"
"Alba";"Blaj";"BCG ( Alt produs )";"48";"2017"
"Alba";"Blaj";"BCG - Cantacuzino";"1";"2017"
"Alba";"Blaj";"Diftavax";"32";"2017"
"Alba";"Blaj";"DTCoq";"2";"2017"
"Alba";"Blaj";"Engerix B";"3";"2017"
"Alba";"Blaj";"Euvax";"38";"2017"
"Alba";"Blaj";"Hexacima";"88";"2017"
"Alba";"Blaj";"Imovax Polio";"1";"2017"
"Alba";"Blaj";"Infanrix";"1";"2017"
"Alba";"Blaj";"Infanrix hexa";"3";"2017"
"Alba";"Blaj";"M-M-RVAXPRO";"125";"2017"
"Alba";"Blaj";"Pentaxim";"2";"2017"
"Alba";"Blaj";"Polio SABIN";"3";"2017"
"Alba";"Blaj";"Prevenar 13";"3";"2017"
"Alba";"Blaj";"Priorix";"2";"2017"
"Alba";"Blaj";"Rotarix";"2";"2017"
"Alba";"Blaj";"Tetraxim";"14";"2017"
"Alba";"Blaj";"Tritanrix";"3";"2017"
"Alba";"Blandiana";"BCG ( Alt produs )";"1";"2017"
"Alba";"Blandiana";"Euvax";"1";"2017"
"Alba";"Blandiana";"Hexacima";"5";"2017"
"Alba";"Blandiana";"M-M-RVAXPRO";"13";"2017"
"Alba";"Blandiana";"Tetraxim";"3";"2017"
"Alba";"Blidesti";"BCG ( Alt produs )";"1";"2017"
"Alba";"Blidesti";"Engerix B";"1";"2017"
"Alba";"Bobaresti";"Hexacima";"1";"2017"
"Alba";"Botesti";"Hexacima";"2";"2017"
"Alba";"Boz";"BCG ( Alt produs )";"2";"2017"
"Alba";"Boz";"Euvax";"2";"2017"
"Alba";"Boz";"Hexacima";"3";"2017"
"Alba";"Boz";"M-M-RVAXPRO";"8";"2017"
"Alba";"Bradeana";"BCG ( Alt produs )";"1";"2017"
"Alba";"Bradeana";"Engerix B";"1";"2017"
"Alba";"Bucerdea Grinoasa";"BCG ( Alt produs )";"9";"2017"
"Alba";"Bucerdea Grinoasa";"Diftavax";"10";"2017"
"Alba";"Bucerdea Grinoasa";"Engerix B";"1";"2017"
"Alba";"Bucerdea Grinoasa";"Euvax";"6";"2017"
"Alba";"Bucerdea Grinoasa";"Hexacima";"21";"2017"
"Alba";"Bucerdea Grinoasa";"M-M-RVAXPRO";"27";"2017"
"Alba";"Bucerdea Grinoasa";"Tetraxim";"19";"2017"
"Alba";"Bucerdea Vinoasa";"BCG - Cantacuzino";"1";"2017"
"Alba";"Bucerdea Vinoasa";"Diftavax";"1";"2017"
"Alba";"Bucerdea Vinoasa";"Engerix B";"1";"2017"
"Alba";"Bucerdea Vinoasa";"Euvax";"1";"2017"
"Alba";"Bucerdea Vinoasa";"Hexacima";"6";"2017"
"Alba";"Bucerdea Vinoasa";"M-M-RVAXPRO";"8";"2017"
"Alba";"Bucerdea Vinoasa";"Tetraxim";"2";"2017"
"Alba";"Bucerdea Vinoasa";"VVR";"1";"2017"
"Alba";"Bucium";"BCG ( Alt produs )";"2";"2017"
"Alba";"Bucium";"Hexacima";"6";"2017"
"Alba";"Bucium";"M-M-RVAXPRO";"13";"2017"
"Alba";"Bucium";"Tetraxim";"2";"2017"
"Alba";"Bucium-Sat";"Diftavax";"2";"2017"
"Alba";"Bucium-Sat";"M-M-RVAXPRO";"1";"2017"
"Alba";"Bucuru";"BCG ( Alt produs )";"2";"2017"
"Alba";"Bucuru";"Diftavax";"1";"2017"
"Alba";"Bucuru";"Engerix B";"1";"2017"
"Alba";"Bucuru";"Euvax";"1";"2017"
"Alba";"Bucuru";"Hepavax";"1";"2017"
"Alba";"Bucuru";"M-M-RVAXPRO";"3";"2017"
"Alba";"Bucuru";"Pentaxim";"1";"2017"
"Alba";"Bucuru";"Priorix";"1";"2017"
"Alba";"Budeni";"M-M-RVAXPRO";"1";"2017"
"Alba";"Buninginea";"BCG ( Alt produs )";"1";"2017"
"Alba";"Buninginea";"Engerix B";"1";"2017"
"Alba";"Buninginea";"Hexacima";"1";"2017"
"Alba";"Burzonesti";"BCG ( Alt produs )";"1";"2017"
"Alba";"Burzonesti";"Euvax";"1";"2017"
"Alba";"Capilna";"BCG ( Alt produs )";"3";"2017"
"Alba";"Capilna";"Diftavax";"6";"2017"
"Alba";"Capilna";"Engerix B";"1";"2017"
"Alba";"Capilna";"Euvax";"3";"2017"
"Alba";"Capilna";"Hepavax";"2";"2017"
"Alba";"Capilna";"Hexacima";"3";"2017"
"Alba";"Capilna";"Infanrix hexa";"1";"2017"
"Alba";"Capilna";"M-M-RVAXPRO";"11";"2017"
"Alba";"Capilna";"Pentaxim";"6";"2017"
"Alba";"Capilna";"Priorix";"2";"2017"
"Alba";"Capilna";"Tetraxim";"10";"2017"
"Alba";"Capilna de Jos";"BCG ( Alt produs )";"4";"2017"
"Alba";"Capilna de Jos";"Diftavax";"3";"2017"
"Alba";"Capilna de Jos";"DTCoq";"3";"2017"
"Alba";"Capilna de Jos";"Engerix B";"5";"2017"
"Alba";"Capilna de Jos";"Hexacima";"3";"2017"
"Alba";"Capilna de Jos";"Imovax Polio";"1";"2017"
"Alba";"Capilna de Jos";"M-M-RVAXPRO";"5";"2017"
"Alba";"Capilna de Jos";"Polio SABIN";"4";"2017"
"Alba";"Capilna de Jos";"Priorix";"3";"2017"
"Alba";"Capilna de Jos";"Tetraxim";"10";"2017"
"Alba";"Capilna de Jos";"Trimovax";"2";"2017"
"Alba";"Capilna de Jos";"Tritanrix";"4";"2017"
"Alba";"Capilna de Jos";"VVR";"1";"2017"
"Alba";"Captalan";"BCG ( Alt produs )";"2";"2017"
"Alba";"Captalan";"BCG - Cantacuzino";"3";"2017"
"Alba";"Captalan";"Diftavax";"3";"2017"
"Alba";"Captalan";"DTCoq";"3";"2017"
"Alba";"Captalan";"Engerix B";"2";"2017"
"Alba";"Captalan";"Euvax";"3";"2017"
"Alba";"Captalan";"Hexacima";"4";"2017"
"Alba";"Captalan";"Hexaxim";"1";"2017"
"Alba";"Captalan";"Infanrix hexa";"5";"2017"
"Alba";"Captalan";"Priorix";"1";"2017"
"Alba";"Captalan";"Tetraxim";"6";"2017"
"Alba";"Captalan";"Trimovax";"3";"2017"
"Alba";"Capud";"BCG ( Alt produs )";"2";"2017"
"Alba";"Capud";"Diftavax";"3";"2017"
"Alba";"Capud";"Engerix B";"2";"2017"
"Alba";"Capud";"Hexacima";"1";"2017"
"Alba";"Capud";"M-M-RVAXPRO";"7";"2017"
"Alba";"Carpinis";"Diftavax";"1";"2017"
"Alba";"Carpinis";"Hexacima";"2";"2017"
"Alba";"Carpinis";"Infanrix hexa";"2";"2017"
"Alba";"Carpinis";"M-M-RVAXPRO";"2";"2017"
"Alba";"Carpinis";"Pentaxim";"1";"2017"
"Alba";"Casa de Piatra";"BCG ( Alt produs )";"1";"2017"
"Alba";"Cenade";"BCG ( Alt produs )";"1";"2017"
"Alba";"Cenade";"Euvax";"1";"2017"
"Alba";"Cenade";"Hexacima";"2";"2017"
"Alba";"Cenade";"M-M-RVAXPRO";"1";"2017"
"Alba";"Cergau Mare";"BCG ( Alt produs )";"1";"2017"
"Alba";"Cergau Mare";"Diftavax";"3";"2017"
"Alba";"Cergau Mare";"Engerix B";"1";"2017"
"Alba";"Cergau Mare";"Hexacima";"11";"2017"
"Alba";"Cergau Mare";"Infanrix hexa";"2";"2017"
"Alba";"Cergau Mare";"Infanrix Penta";"1";"2017"
"Alba";"Cergau Mare";"M-M-RVAXPRO";"17";"2017"
"Alba";"Cergau Mare";"Prevenar 7";"1";"2017"
"Alba";"Cergau Mare";"Priorix";"2";"2017"
"Alba";"Cergau Mare";"Tetraxim";"11";"2017"
"Alba";"Cergau Mic";"M-M-RVAXPRO";"2";"2017"
"Alba";"Cergau Mic";"Tetraxim";"4";"2017"
"Alba";"Cetatea de Balta";"BCG ( Alt produs )";"3";"2017"
"Alba";"Cetatea de Balta";"BCG - Cantacuzino";"2";"2017"
"Alba";"Cetatea de Balta";"Diftavax";"3";"2017"
"Alba";"Cetatea de Balta";"DTCoq";"4";"2017"
"Alba";"Cetatea de Balta";"Engerix B";"2";"2017"
"Alba";"Cetatea de Balta";"Euvax";"5";"2017"
"Alba";"Cetatea de Balta";"Hexacima";"9";"2017"
"Alba";"Cetatea de Balta";"Imovax Polio";"1";"2017"
"Alba";"Cetatea de Balta";"M-M-RVAXPRO";"10";"2017"
"Alba";"Cetatea de Balta";"Polio SABIN";"5";"2017"
"Alba";"Cetatea de Balta";"Priorix";"3";"2017"
"Alba";"Cetatea de Balta";"Tetraxim";"4";"2017"
"Alba";"Cetatea de Balta";"Trimovax";"1";"2017"
"Alba";"Cetatea de Balta";"Tritanrix";"5";"2017"
"Alba";"Cetea";"BCG ( Alt produs )";"1";"2017"
"Alba";"Cetea";"Diftavax";"3";"2017"
"Alba";"Cetea";"Engerix B";"1";"2017"
"Alba";"Cetea";"Hexacima";"7";"2017"
"Alba";"Cetea";"M-M-RVAXPRO";"3";"2017"
"Alba";"Cicau";"Tetraxim";"1";"2017"
"Alba";"Cilnic";"BCG ( Alt produs )";"3";"2017"
"Alba";"Cilnic";"Euvax";"3";"2017"
"Alba";"Cilnic";"Hexacima";"9";"2017"
"Alba";"Cilnic";"M-M-RVAXPRO";"11";"2017"
"Alba";"Cilnic";"Tetraxim";"2";"2017"
"Alba";"Cimpeni";"BCG ( Alt produs )";"16";"2017"
"Alba";"Cimpeni";"BCG - Cantacuzino";"1";"2017"
"Alba";"Cimpeni";"Diftavax";"2";"2017"
"Alba";"Cimpeni";"DTVax";"1";"2017"
"Alba";"Cimpeni";"Engerix B";"12";"2017"
"Alba";"Cimpeni";"Euvax";"3";"2017"
"Alba";"Cimpeni";"Hexacima";"34";"2017"
"Alba";"Cimpeni";"M-M-RVAXPRO";"26";"2017"
"Alba";"Cimpeni";"Pentaxim";"4";"2017"
"Alba";"Cimpeni";"Priorix";"1";"2017"
"Alba";"Cimpu Goblii";"Hexacima";"2";"2017"
"Alba";"Cimpu Goblii";"M-M-RVAXPRO";"1";"2017"
"Alba";"Cioara de Sus";"Hexacima";"1";"2017"
"Alba";"Cionesti";"Hexacima";"1";"2017"
"Alba";"Cistei";"Diftavax";"1";"2017"
"Alba";"Cistei";"M-M-RVAXPRO";"3";"2017"
"Alba";"Cistei";"Tetraxim";"1";"2017"
"Alba";"Cisteiu de Mures";"Hexacima";"3";"2017"
"Alba";"Cisteiu de Mures";"M-M-RVAXPRO";"5";"2017"
"Alba";"Cisteiu de Mures";"Meningococic tip C";"1";"2017"
"Alba";"Ciugud";"BCG ( Alt produs )";"4";"2017"
"Alba";"Ciugud";"BCG - Cantacuzino";"5";"2017"
"Alba";"Ciugud";"Diftavax";"1";"2017"
"Alba";"Ciugud";"DTCoq";"10";"2017"
"Alba";"Ciugud";"Engerix B";"9";"2017"
"Alba";"Ciugud";"Euvax";"3";"2017"
"Alba";"Ciugud";"Hexacima";"13";"2017"
"Alba";"Ciugud";"Imovax Polio";"3";"2017"
"Alba";"Ciugud";"Infanrix";"4";"2017"
"Alba";"Ciugud";"Infanrix hexa";"2";"2017"
"Alba";"Ciugud";"M-M-RVAXPRO";"16";"2017"
"Alba";"Ciugud";"Pentaxim";"3";"2017"
"Alba";"Ciugud";"Polio SABIN";"12";"2017"
"Alba";"Ciugud";"Priorix";"5";"2017"
"Alba";"Ciugud";"Tetraxim";"3";"2017"
"Alba";"Ciugud";"Tritanrix";"5";"2017"
"Alba";"Ciugudu de Jos";"BCG ( Alt produs )";"2";"2017"
"Alba";"Ciugudu de Jos";"Euvax";"2";"2017"
"Alba";"Ciugudu de Jos";"Hexacima";"3";"2017"
"Alba";"Ciugudu de Jos";"M-M-RVAXPRO";"1";"2017"
"Alba";"Ciuguzel";"BCG ( Alt produs )";"3";"2017"
"Alba";"Ciuguzel";"BCG - Cantacuzino";"3";"2017"
"Alba";"Ciuguzel";"Diftavax";"2";"2017"
"Alba";"Ciuguzel";"DTCoq";"1";"2017"
"Alba";"Ciuguzel";"Engerix B";"8";"2017"
"Alba";"Ciuguzel";"Euvax";"3";"2017"
"Alba";"Ciuguzel";"Hexacima";"1";"2017"
"Alba";"Ciuguzel";"Imovax Polio";"1";"2017"
"Alba";"Ciuguzel";"Infanrix";"4";"2017"
"Alba";"Ciuguzel";"M-M-RVAXPRO";"9";"2017"
"Alba";"Ciuguzel";"Pentaxim";"15";"2017"
"Alba";"Ciuguzel";"Polio SABIN";"5";"2017"
"Alba";"Ciuguzel";"Priorix";"5";"2017"
"Alba";"Ciuguzel";"Tetraxim";"2";"2017"
"Alba";"Ciuguzel";"Tritanrix";"5";"2017"
"Alba";"Ciuldesti";"Hexacima";"2";"2017"
"Alba";"Ciumbrud";"BCG ( Alt produs )";"6";"2017"
"Alba";"Ciumbrud";"Diftavax";"4";"2017"
"Alba";"Ciumbrud";"Euvax";"5";"2017"
"Alba";"Ciumbrud";"Hepavax";"2";"2017"
"Alba";"Ciumbrud";"Hexacima";"13";"2017"
"Alba";"Ciumbrud";"Hexaxim";"1";"2017"
"Alba";"Ciumbrud";"M-M-RVAXPRO";"12";"2017"
"Alba";"Ciumbrud";"Pentaxim";"3";"2017"
"Alba";"Ciumbrud";"Priorix";"1";"2017"
"Alba";"Ciumbrud";"Tetraxim";"3";"2017"
"Alba";"Ciuruleasa";"BCG ( Alt produs )";"2";"2017"
"Alba";"Ciuruleasa";"Diftavax";"1";"2017"
"Alba";"Ciuruleasa";"Engerix B";"1";"2017"
"Alba";"Ciuruleasa";"Euvax";"1";"2017"
"Alba";"Ciuruleasa";"Hexacima";"7";"2017"
"Alba";"Ciuruleasa";"M-M-RVAXPRO";"5";"2017"
"Alba";"Ciuruleasa";"Tetraxim";"8";"2017"
"Alba";"Cobles";"Hexacima";"1";"2017"
"Alba";"Coleseni";"Hexacima";"2";"2017"
"Alba";"Coltesti";"Diftavax";"2";"2017"
"Alba";"Coltesti";"Hexacima";"4";"2017"
"Alba";"Coltesti";"M-M-RVAXPRO";"1";"2017"
"Alba";"Coltesti";"Tetraxim";"2";"2017"
"Alba";"Copand";"BCG - Cantacuzino";"1";"2017"
"Alba";"Copand";"Diftavax";"1";"2017"
"Alba";"Copand";"DTCoq";"2";"2017"
"Alba";"Copand";"Engerix B";"1";"2017"
"Alba";"Copand";"Hexacima";"1";"2017"
"Alba";"Copand";"Imovax Polio";"1";"2017"
"Alba";"Copand";"M-M-RVAXPRO";"2";"2017"
"Alba";"Copand";"Polio SABIN";"2";"2017"
"Alba";"Copand";"Priorix";"1";"2017"
"Alba";"Copand";"Tritanrix";"1";"2017"
"Alba";"Corna";"BCG ( Alt produs )";"1";"2017"
"Alba";"Corna";"Hexacima";"1";"2017"
"Alba";"Coslariu";"Diftavax";"1";"2017"
"Alba";"Coslariu";"Hexacima";"1";"2017"
"Alba";"Coslariu";"M-M-RVAXPRO";"1";"2017"
"Alba";"Coslariu Nou";"Diftavax";"1";"2017"
"Alba";"Coslariu Nou";"M-M-RVAXPRO";"1";"2017"
"Alba";"Coslariu Nou";"Tetraxim";"1";"2017"
